year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,4,5,657,700,-3,1011,1031,-20,UA,485,N830UA,EWR,SFO,354,2565,7,0,2013-04-05T11:00:00Z
2013,4,5,700,700,0,955,1020,-25,UA,1020,N72405,EWR,LAX,333,2454,7,0,2013-04-05T11:00:00Z
2013,4,5,719,710,9,1002,1033,-31,B6,671,N793JB,JFK,LAX,319,2475,7,10,2013-04-05T11:00:00Z
2013,4,5,720,710,10,1019,1035,-16,VX,399,N854VA,JFK,LAX,335,2475,7,10,2013-04-05T11:00:00Z
2013,4,5,721,730,-9,1042,1110,-28,VX,11,N842VA,JFK,SFO,351,2586,7,30,2013-04-05T11:00:00Z
2013,4,5,726,730,-4,1025,1050,-25,AA,33,N327AA,JFK,LAX,333,2475,7,30,2013-04-05T11:00:00Z
2013,4,5,729,731,-2,1037,1110,-33,B6,643,N796JB,JFK,SFO,346,2586,7,31,2013-04-05T11:00:00Z
2013,4,5,751,730,21,1116,1105,11,VX,183,N841VA,EWR,SFO,358,2565,7,30,2013-04-05T11:00:00Z
2013,4,5,755,800,-5,1119,1125,-6,UA,397,N508UA,JFK,SFO,358,2586,8,0,2013-04-05T12:00:00Z
2013,4,5,756,800,-4,1128,1135,-7,AA,59,N324AA,JFK,SFO,355,2586,8,0,2013-04-05T12:00:00Z
2013,4,5,757,800,-3,1124,1130,-6,UA,1290,N79279,EWR,SFO,358,2565,8,0,2013-04-05T12:00:00Z
2013,4,5,819,825,-6,1141,1155,-14,UA,210,N439UA,EWR,SFO,351,2565,8,25,2013-04-05T12:00:00Z
2013,4,5,840,840,0,1134,1150,-16,UA,443,N557UA,JFK,LAX,331,2475,8,40,2013-04-05T12:00:00Z
2013,4,5,857,900,-3,1209,1221,-12,DL,120,N721TW,JFK,LAX,344,2475,9,0,2013-04-05T13:00:00Z
2013,4,5,858,900,-2,1151,1225,-34,AA,1,N329AA,JFK,LAX,323,2475,9,0,2013-04-05T13:00:00Z
2013,4,5,907,910,-3,1149,1235,-46,VX,407,N638VA,JFK,LAX,325,2475,9,10,2013-04-05T13:00:00Z
2013,4,5,925,930,-5,1248,1255,-7,UA,347,N510UA,JFK,SFO,354,2586,9,30,2013-04-05T13:00:00Z
2013,4,5,928,930,-2,1306,1255,11,AA,179,N338AA,JFK,SFO,355,2586,9,30,2013-04-05T13:00:00Z
2013,4,5,930,915,15,1230,1230,0,VX,161,N635VA,EWR,LAX,339,2454,9,15,2013-04-05T13:00:00Z
2013,4,5,932,831,61,1149,1151,-2,UA,1223,N57852,EWR,LAX,301,2454,8,31,2013-04-05T12:00:00Z
2013,4,5,949,1000,-11,1348,1334,14,DL,1765,N713TW,JFK,SFO,352,2586,10,0,2013-04-05T14:00:00Z
2013,4,5,957,1000,-3,1311,1330,-19,UA,472,N821UA,EWR,SFO,348,2565,10,0,2013-04-05T14:00:00Z
2013,4,5,1002,1005,-3,1305,1321,-16,UA,1412,N37267,EWR,LAX,336,2454,10,5,2013-04-05T14:00:00Z
2013,4,5,1022,1030,-8,1354,1340,14,AA,19,N339AA,JFK,LAX,330,2475,10,30,2013-04-05T14:00:00Z
2013,4,5,1029,1030,-1,1347,1405,-18,VX,187,N840VA,EWR,SFO,359,2565,10,30,2013-04-05T14:00:00Z
2013,4,5,1029,1031,-2,1324,1347,-23,UA,1200,N76503,EWR,LAX,332,2454,10,31,2013-04-05T14:00:00Z
2013,4,5,1032,1030,2,1411,1410,1,VX,23,N844VA,JFK,SFO,349,2586,10,30,2013-04-05T14:00:00Z
2013,4,5,1048,1035,13,1420,1408,12,B6,641,N558JB,JFK,SFO,350,2586,10,35,2013-04-05T14:00:00Z
2013,4,5,1059,1101,-2,1420,1433,-13,UA,1120,N26208,EWR,SFO,356,2565,11,1,2013-04-05T15:00:00Z
2013,4,5,1101,1106,-5,1430,1431,-1,UA,642,N525UA,JFK,SFO,354,2586,11,6,2013-04-05T15:00:00Z
2013,4,5,1107,1108,-1,1417,1412,5,B6,673,N590JB,JFK,LAX,325,2475,11,8,2013-04-05T15:00:00Z
2013,4,5,1151,1200,-9,1442,1507,-25,UA,703,N554UA,JFK,LAX,331,2475,12,0,2013-04-05T16:00:00Z
2013,4,5,1155,1200,-5,1456,1511,-15,DL,863,N717TW,JFK,LAX,328,2475,12,0,2013-04-05T16:00:00Z
2013,4,5,1246,1200,46,1538,1505,33,AA,3,N320AA,JFK,LAX,326,2475,12,0,2013-04-05T16:00:00Z
2013,4,5,1259,1300,-1,1615,1615,0,VX,165,N637VA,EWR,LAX,345,2454,13,0,2013-04-05T17:00:00Z
2013,4,5,1319,1320,-1,1626,1628,-2,UA,1054,N13110,EWR,LAX,338,2454,13,20,2013-04-05T17:00:00Z
2013,4,5,1326,1325,1,1627,1650,-23,VX,411,N625VA,JFK,LAX,338,2475,13,25,2013-04-05T17:00:00Z
2013,4,5,1340,1345,-5,1630,1700,-30,AA,117,N332AA,JFK,LAX,333,2475,13,45,2013-04-05T17:00:00Z
2013,4,5,1411,1342,29,1740,1714,26,UA,1211,N78509,EWR,SFO,362,2565,13,42,2013-04-05T17:00:00Z
2013,4,5,1415,1430,-15,1753,1755,-2,UA,520,N518UA,JFK,SFO,349,2586,14,30,2013-04-05T18:00:00Z
2013,4,5,1455,1459,-4,1807,1825,-18,UA,1699,N14228,EWR,SFO,357,2565,14,59,2013-04-05T18:00:00Z
2013,4,5,1500,1445,15,1838,1819,19,DL,963,N705TW,JFK,LAX,336,2475,14,45,2013-04-05T18:00:00Z
2013,4,5,1521,1510,11,1811,1818,-7,UA,1600,N34131,EWR,LAX,325,2454,15,10,2013-04-05T19:00:00Z
2013,4,5,1524,1530,-6,1921,1922,-1,DL,1565,N721TW,JFK,SFO,364,2586,15,30,2013-04-05T19:00:00Z
2013,4,5,1528,1530,-2,1915,1905,10,AA,85,N345AA,JFK,SFO,367,2586,15,30,2013-04-05T19:00:00Z
2013,4,5,1548,1545,3,1914,1909,5,UA,132,N19117,JFK,LAX,339,2475,15,45,2013-04-05T19:00:00Z
2013,4,5,1558,1600,-2,1925,1934,-9,DL,1461,N710TW,JFK,LAX,340,2475,16,0,2013-04-05T20:00:00Z
2013,4,5,1606,1559,7,1908,1907,1,UA,1506,N38446,EWR,LAX,337,2454,15,59,2013-04-05T19:00:00Z
2013,4,5,1629,1630,-1,1928,1958,-30,B6,675,N510JB,JFK,LAX,321,2475,16,30,2013-04-05T20:00:00Z
2013,4,5,1629,1630,-1,2003,2015,-12,VX,27,N622VA,JFK,SFO,360,2586,16,30,2013-04-05T20:00:00Z
2013,4,5,1652,1700,-8,2039,2050,-11,DL,31,N709TW,JFK,SFO,360,2586,17,0,2013-04-05T21:00:00Z
2013,4,5,1656,1655,1,2008,2030,-22,VX,413,N624VA,JFK,LAX,341,2475,16,55,2013-04-05T20:00:00Z
2013,4,5,1708,1700,8,2036,2025,11,AA,181,N335AA,JFK,LAX,343,2475,17,0,2013-04-05T21:00:00Z
2013,4,5,1720,1729,-9,2046,2057,-11,UA,512,N502UA,JFK,SFO,355,2586,17,29,2013-04-05T21:00:00Z
2013,4,5,1730,1729,1,2056,2105,-9,VX,193,N530VA,EWR,SFO,367,2565,17,29,2013-04-05T21:00:00Z
2013,4,5,1734,1735,-1,2045,2050,-5,DL,17,N191DN,JFK,LAX,329,2475,17,35,2013-04-05T21:00:00Z
2013,4,5,1749,1753,-4,2054,2105,-11,UA,535,N596UA,JFK,LAX,334,2475,17,53,2013-04-05T21:00:00Z
2013,4,5,1753,1750,3,2113,2105,8,UA,1127,N57857,EWR,SFO,342,2565,17,50,2013-04-05T21:00:00Z
2013,4,5,1802,1800,2,2140,2140,0,AA,177,N323AA,JFK,SFO,371,2586,18,0,2013-04-05T22:00:00Z
2013,4,5,1805,1800,5,2119,2111,8,UA,1721,N75851,EWR,LAX,332,2454,18,0,2013-04-05T22:00:00Z
2013,4,5,1826,1830,-4,2146,2200,-14,AA,119,N3FDAA,EWR,LAX,344,2454,18,30,2013-04-05T22:00:00Z
2013,4,5,1827,1815,12,2204,2137,27,UA,1517,N45440,EWR,SFO,351,2565,18,15,2013-04-05T22:00:00Z
2013,4,5,1839,1847,-8,2156,2219,-23,UA,346,N512UA,JFK,SFO,348,2586,18,47,2013-04-05T22:00:00Z
2013,4,5,1849,1545,184,2154,1910,164,AA,133,N328AA,JFK,LAX,331,2475,15,45,2013-04-05T19:00:00Z
2013,4,5,1854,1855,-1,2221,2240,-19,VX,29,N641VA,JFK,SFO,354,2586,18,55,2013-04-05T22:00:00Z
2013,4,5,1857,1900,-3,2236,2256,-20,DL,1465,N624AG,JFK,SFO,369,2586,19,0,2013-04-05T23:00:00Z
2013,4,5,1901,1900,1,2252,2240,12,DL,87,N723TW,JFK,LAX,335,2475,19,0,2013-04-05T23:00:00Z
2013,4,5,1902,1855,7,2214,2210,4,VX,169,N848VA,EWR,LAX,334,2454,18,55,2013-04-05T22:00:00Z
2013,4,5,1909,1910,-1,2216,2240,-24,AA,21,N336AA,JFK,LAX,333,2475,19,10,2013-04-05T23:00:00Z
2013,4,5,1909,1910,-1,2203,2228,-25,UA,203,N817UA,EWR,LAX,322,2454,19,10,2013-04-05T23:00:00Z
2013,4,5,1948,1950,-2,2319,2340,-21,B6,645,N612JB,JFK,SFO,352,2586,19,50,2013-04-05T23:00:00Z
2013,4,5,1958,2000,-2,2348,2332,16,UA,1462,N33289,EWR,SFO,373,2565,20,0,2013-04-06T00:00:00Z
2013,4,5,2003,2005,-2,2318,2330,-12,VX,415,N623VA,JFK,LAX,333,2475,20,5,2013-04-06T00:00:00Z
2013,4,5,2013,2015,-2,2331,2333,-2,UA,1588,N37420,EWR,LAX,331,2454,20,15,2013-04-06T00:00:00Z
2013,4,5,2023,2029,-6,2334,2333,1,UA,771,N505UA,JFK,LAX,330,2475,20,29,2013-04-06T00:00:00Z
2013,4,5,2030,2032,-2,2337,3,-26,B6,677,N709JB,JFK,LAX,332,2475,20,32,2013-04-06T00:00:00Z
2013,4,5,2038,2045,-7,3,17,-14,UA,209,N814UA,EWR,SFO,346,2565,20,45,2013-04-06T00:00:00Z
2013,4,5,2055,2100,-5,3,32,-29,DL,2363,N727TW,JFK,LAX,330,2475,21,0,2013-04-06T01:00:00Z
2013,4,5,2140,2145,-5,59,105,-6,AA,185,N327AA,JFK,LAX,348,2475,21,45,2013-04-06T01:00:00Z
2013,4,5,2154,2033,81,155,24,91,UA,1071,N32404,EWR,BQN,205,1585,20,33,2013-04-06T00:00:00Z
2013,4,6,544,545,-1,954,920,34,B6,725,N531JB,JFK,BQN,223,1576,5,45,2013-04-06T09:00:00Z
2013,4,6,603,607,-4,928,932,-4,UA,303,N510UA,JFK,SFO,356,2586,6,7,2013-04-06T10:00:00Z
2013,4,6,604,604,0,917,935,-18,UA,421,N475UA,EWR,SFO,351,2565,6,4,2013-04-06T10:00:00Z
2013,4,6,623,630,-7,920,945,-25,UA,797,N525UA,JFK,LAX,336,2475,6,30,2013-04-06T10:00:00Z
2013,4,6,639,640,-1,936,1000,-24,UA,387,N822UA,EWR,LAX,338,2454,6,40,2013-04-06T10:00:00Z
2013,4,6,650,655,-5,950,1015,-25,UA,210,N442UA,EWR,LAX,338,2454,6,55,2013-04-06T10:00:00Z
2013,4,6,656,700,-4,1030,1040,-10,DL,1865,N712TW,JFK,SFO,361,2586,7,0,2013-04-06T11:00:00Z
2013,4,6,700,700,0,1025,1025,0,UA,347,N557UA,JFK,SFO,359,2586,7,0,2013-04-06T11:00:00Z
2013,4,6,700,700,0,1029,1033,-4,UA,1507,N76515,EWR,SFO,367,2565,7,0,2013-04-06T11:00:00Z
2013,4,6,721,710,11,1026,1035,-9,VX,399,N624VA,JFK,LAX,342,2475,7,10,2013-04-06T11:00:00Z
2013,4,6,726,730,-4,1044,1050,-6,AA,33,N339AA,JFK,LAX,339,2475,7,30,2013-04-06T11:00:00Z
2013,4,6,729,731,-2,1103,1110,-7,B6,643,N821JB,JFK,SFO,369,2586,7,31,2013-04-06T11:00:00Z
2013,4,6,729,730,-1,1042,1110,-28,VX,11,N841VA,JFK,SFO,355,2586,7,30,2013-04-06T11:00:00Z
2013,4,6,729,730,-1,1049,1105,-16,VX,183,N852VA,EWR,SFO,365,2565,7,30,2013-04-06T11:00:00Z
2013,4,6,747,800,-13,1109,1143,-34,UA,991,N566UA,EWR,SFO,348,2565,8,0,2013-04-06T12:00:00Z
2013,4,6,825,800,25,1140,1135,5,AA,59,N329AA,JFK,SFO,360,2586,8,0,2013-04-06T12:00:00Z
2013,4,6,829,840,-11,1129,1147,-18,UA,443,N596UA,JFK,LAX,339,2475,8,40,2013-04-06T12:00:00Z
2013,4,6,840,830,10,1151,1150,1,UA,161,N57852,EWR,LAX,335,2454,8,30,2013-04-06T12:00:00Z
2013,4,6,841,844,-3,1205,1225,-20,UA,206,N810UA,EWR,SFO,355,2565,8,44,2013-04-06T12:00:00Z
2013,4,6,851,900,-9,1204,1225,-21,AA,1,N328AA,JFK,LAX,344,2475,9,0,2013-04-06T13:00:00Z
2013,4,6,855,900,-5,1225,1224,1,DL,120,N717TW,JFK,LAX,345,2475,9,0,2013-04-06T13:00:00Z
2013,4,6,909,910,-1,1216,1235,-19,VX,407,N634VA,JFK,LAX,344,2475,9,10,2013-04-06T13:00:00Z
2013,4,6,911,915,-4,1223,1230,-7,VX,161,N628VA,EWR,LAX,343,2454,9,15,2013-04-06T13:00:00Z
2013,4,6,925,930,-5,1307,1255,12,AA,179,N338AA,JFK,SFO,366,2586,9,30,2013-04-06T13:00:00Z
2013,4,6,1002,1000,2,1325,1343,-18,UA,1558,N39450,EWR,SFO,363,2565,10,0,2013-04-06T14:00:00Z
2013,4,6,1004,1005,-1,1310,1313,-3,UA,242,N823UA,EWR,LAX,338,2454,10,5,2013-04-06T14:00:00Z
2013,4,6,1020,1030,-10,1311,1340,-29,AA,19,N336AA,JFK,LAX,333,2475,10,30,2013-04-06T14:00:00Z
2013,4,6,1027,1030,-3,1354,1405,-11,VX,187,N844VA,EWR,SFO,368,2565,10,30,2013-04-06T14:00:00Z
2013,4,6,1050,1039,11,1408,1413,-5,UA,569,N429UA,EWR,SFO,361,2565,10,39,2013-04-06T14:00:00Z
2013,4,6,1101,1108,-7,1401,1412,-11,B6,673,N508JB,JFK,LAX,338,2475,11,8,2013-04-06T15:00:00Z
2013,4,6,1101,1103,-2,1415,1428,-13,UA,642,N560UA,JFK,SFO,355,2586,11,3,2013-04-06T15:00:00Z
2013,4,6,1155,1200,-5,1508,1505,3,AA,3,N324AA,JFK,LAX,331,2475,12,0,2013-04-06T16:00:00Z
2013,4,6,1156,1200,-4,1508,1508,0,DL,863,N710TW,JFK,LAX,341,2475,12,0,2013-04-06T16:00:00Z
2013,4,6,1156,1200,-4,1502,1507,-5,UA,703,N554UA,JFK,LAX,336,2475,12,0,2013-04-06T16:00:00Z
2013,4,6,1256,1300,-4,1551,1615,-24,VX,165,N627VA,EWR,LAX,338,2454,13,0,2013-04-06T17:00:00Z
2013,4,6,1317,1325,-8,1631,1650,-19,VX,411,N638VA,JFK,LAX,350,2475,13,25,2013-04-06T17:00:00Z
2013,4,6,1318,1320,-2,1620,1628,-8,UA,1584,N14102,EWR,LAX,338,2454,13,20,2013-04-06T17:00:00Z
2013,4,6,1340,1345,-5,1712,1700,12,AA,117,N323AA,JFK,LAX,342,2475,13,45,2013-04-06T17:00:00Z
2013,4,6,1358,1350,8,1729,1719,10,UA,162,N12238,EWR,SFO,364,2565,13,50,2013-04-06T17:00:00Z
2013,4,6,1359,1400,-1,1729,1725,4,UA,257,N508UA,JFK,SFO,361,2586,14,0,2013-04-06T18:00:00Z
2013,4,6,1453,1455,-2,1820,1819,1,UA,648,N821UA,EWR,SFO,359,2565,14,55,2013-04-06T18:00:00Z
2013,4,6,1454,1455,-1,1817,1825,-8,DL,963,N706TW,JFK,LAX,346,2475,14,55,2013-04-06T18:00:00Z
2013,4,6,1517,1515,2,1823,1825,-2,UA,1665,N34137,EWR,LAX,337,2454,15,15,2013-04-06T19:00:00Z
2013,4,6,1524,1530,-6,1906,1905,1,AA,85,N356AA,JFK,SFO,361,2586,15,30,2013-04-06T19:00:00Z
2013,4,6,1526,1530,-4,1853,1916,-23,DL,1565,N624AG,JFK,SFO,358,2586,15,30,2013-04-06T19:00:00Z
2013,4,6,1526,1529,-3,1835,1841,-6,UA,841,N502UA,JFK,LAX,338,2475,15,29,2013-04-06T19:00:00Z
2013,4,6,1557,1600,-3,1915,1930,-15,DL,1461,N705TW,JFK,LAX,352,2475,16,0,2013-04-06T20:00:00Z
2013,4,6,1559,1545,14,1909,1910,-1,AA,133,N319AA,JFK,LAX,342,2475,15,45,2013-04-06T19:00:00Z
2013,4,6,1623,1630,-7,1950,2015,-25,VX,27,N527VA,JFK,SFO,370,2586,16,30,2013-04-06T20:00:00Z
2013,4,6,1630,1630,0,1933,1958,-25,B6,675,N768JB,JFK,LAX,343,2475,16,30,2013-04-06T20:00:00Z
2013,4,6,1647,1624,23,1941,1934,7,UA,1609,N37422,EWR,LAX,330,2454,16,24,2013-04-06T20:00:00Z
2013,4,6,1654,1700,-6,2023,2046,-23,DL,31,N727TW,JFK,SFO,364,2586,17,0,2013-04-06T21:00:00Z
2013,4,6,1656,1700,-4,2001,2025,-24,AA,181,N327AA,JFK,LAX,335,2475,17,0,2013-04-06T21:00:00Z
2013,4,6,1710,1655,15,2021,2030,-9,VX,413,N636VA,JFK,LAX,348,2475,16,55,2013-04-06T20:00:00Z
2013,4,6,1721,1729,-8,2041,2105,-24,VX,193,N524VA,EWR,SFO,361,2565,17,29,2013-04-06T21:00:00Z
2013,4,6,1731,1729,2,2103,2054,9,UA,512,N518UA,JFK,SFO,368,2586,17,29,2013-04-06T21:00:00Z
2013,4,6,1757,1800,-3,2115,2140,-25,AA,177,N335AA,JFK,SFO,356,2586,18,0,2013-04-06T22:00:00Z
2013,4,6,1828,1830,-2,2143,2200,-17,AA,119,N3AYAA,EWR,LAX,346,2454,18,30,2013-04-06T22:00:00Z
2013,4,6,1843,1815,28,2152,2139,13,UA,1621,N53441,EWR,SFO,354,2565,18,15,2013-04-06T22:00:00Z
2013,4,6,1844,1735,69,2138,2050,48,DL,17,N193DN,JFK,LAX,329,2475,17,35,2013-04-06T21:00:00Z
2013,4,6,1850,1855,-5,2203,2210,-7,VX,169,N622VA,EWR,LAX,344,2454,18,55,2013-04-06T22:00:00Z
2013,4,6,1854,1800,54,2201,2105,56,UA,1721,N68160,EWR,LAX,332,2454,18,0,2013-04-06T22:00:00Z
2013,4,6,1857,1900,-3,2216,2236,-20,DL,87,N717TW,JFK,LAX,346,2475,19,0,2013-04-06T23:00:00Z
2013,4,6,1906,1910,-4,2225,2240,-15,AA,21,N320AA,JFK,LAX,329,2475,19,10,2013-04-06T23:00:00Z
2013,4,6,1930,1835,55,2229,2147,42,UA,535,N525UA,JFK,LAX,307,2475,18,35,2013-04-06T22:00:00Z
2013,4,6,1934,1935,-1,2247,2307,-20,UA,1482,N78506,EWR,SFO,352,2565,19,35,2013-04-06T23:00:00Z
2013,4,6,1943,1900,43,2305,2251,14,DL,1465,N684DA,JFK,SFO,351,2586,19,0,2013-04-06T23:00:00Z
2013,4,6,1954,1915,39,2258,2227,31,UA,364,N814UA,EWR,LAX,334,2454,19,15,2013-04-06T23:00:00Z
2013,4,6,2002,2000,2,2306,2312,-6,UA,204,N425UA,EWR,LAX,330,2454,20,0,2013-04-07T00:00:00Z
2013,4,6,2006,1950,16,222,2340,NA,B6,645,N603JB,JFK,SFO,NA,2586,19,50,2013-04-06T23:00:00Z
2013,4,6,2010,2005,5,2329,2330,-1,VX,415,N625VA,JFK,LAX,335,2475,20,5,2013-04-07T00:00:00Z
2013,4,6,2029,2032,-3,25,3,22,B6,677,N625JB,JFK,LAX,338,2475,20,32,2013-04-07T00:00:00Z
2013,4,6,2032,2033,-1,24,34,-10,UA,1071,N76523,EWR,BQN,213,1585,20,33,2013-04-07T00:00:00Z
2013,4,6,2100,2100,0,14,32,-18,UA,1644,N76515,EWR,SFO,359,2565,21,0,2013-04-07T01:00:00Z
2013,4,6,2112,1750,202,2359,2107,172,UA,1462,N57857,EWR,SFO,328,2565,17,50,2013-04-06T21:00:00Z
2013,4,6,2358,2359,-1,334,339,-5,B6,727,N510JB,JFK,BQN,201,1576,23,59,2013-04-07T03:00:00Z
2013,4,7,603,545,18,932,920,12,B6,725,N570JB,JFK,BQN,188,1576,5,45,2013-04-07T09:00:00Z
2013,4,7,604,610,-6,944,936,8,UA,600,N596UA,JFK,SFO,367,2586,6,10,2013-04-07T10:00:00Z
2013,4,7,609,610,-1,932,941,-9,UA,750,N440UA,EWR,SFO,358,2565,6,10,2013-04-07T10:00:00Z
2013,4,7,634,623,11,937,936,1,UA,387,N521UA,EWR,LAX,340,2454,6,23,2013-04-07T10:00:00Z
2013,4,7,653,700,-7,1027,1044,-17,DL,1865,N721TW,JFK,SFO,363,2586,7,0,2013-04-07T11:00:00Z
2013,4,7,655,655,0,1000,1015,-15,UA,1029,N76516,EWR,LAX,345,2454,6,55,2013-04-07T10:00:00Z
2013,4,7,656,700,-4,1026,1031,-5,UA,205,N839UA,EWR,SFO,364,2565,7,0,2013-04-07T11:00:00Z
2013,4,7,659,700,-1,1053,1030,23,DL,763,N624AG,JFK,LAX,358,2475,7,0,2013-04-07T11:00:00Z
2013,4,7,709,710,-1,1034,1035,-1,VX,399,N640VA,JFK,LAX,356,2475,7,10,2013-04-07T11:00:00Z
2013,4,7,727,731,-4,1111,1110,1,B6,643,N793JB,JFK,SFO,377,2586,7,31,2013-04-07T11:00:00Z
2013,4,7,727,730,-3,1058,1110,-12,VX,11,N843VA,JFK,SFO,367,2586,7,30,2013-04-07T11:00:00Z
2013,4,7,728,730,-2,1035,1050,-15,AA,33,N338AA,JFK,LAX,343,2475,7,30,2013-04-07T11:00:00Z
2013,4,7,729,710,19,1043,1033,10,B6,671,N584JB,JFK,LAX,351,2475,7,10,2013-04-07T11:00:00Z
2013,4,7,730,730,0,1054,1105,-11,VX,183,N851VA,EWR,SFO,364,2565,7,30,2013-04-07T11:00:00Z
2013,4,7,806,809,-3,1126,1149,-23,UA,1403,N76528,EWR,SFO,364,2565,8,9,2013-04-07T12:00:00Z
2013,4,7,809,800,9,1135,1135,0,AA,59,N332AA,JFK,SFO,365,2586,8,0,2013-04-07T12:00:00Z
2013,4,7,832,840,-8,1134,1147,-13,UA,443,N525UA,JFK,LAX,342,2475,8,40,2013-04-07T12:00:00Z
2013,4,7,838,840,-2,1212,1220,-8,UA,1162,N75433,EWR,SFO,361,2565,8,40,2013-04-07T12:00:00Z
2013,4,7,855,900,-5,1219,1224,-5,DL,120,N723TW,JFK,LAX,354,2475,9,0,2013-04-07T13:00:00Z
2013,4,7,856,900,-4,1204,1225,-21,AA,1,N339AA,JFK,LAX,340,2475,9,0,2013-04-07T13:00:00Z
2013,4,7,910,910,0,1235,1235,0,VX,407,N636VA,JFK,LAX,360,2475,9,10,2013-04-07T13:00:00Z
2013,4,7,922,915,7,1236,1230,6,VX,161,N836VA,EWR,LAX,346,2454,9,15,2013-04-07T13:00:00Z
2013,4,7,925,930,-5,1305,1255,10,AA,179,N324AA,JFK,SFO,361,2586,9,30,2013-04-07T13:00:00Z
2013,4,7,957,1000,-3,1334,1334,0,DL,1765,N705TW,JFK,SFO,365,2586,10,0,2013-04-07T14:00:00Z
2013,4,7,1002,1005,-3,1304,1318,-14,UA,271,N825UA,EWR,LAX,341,2454,10,5,2013-04-07T14:00:00Z
2013,4,7,1005,1000,5,1332,1340,-8,UA,1542,N34455,EWR,SFO,360,2565,10,0,2013-04-07T14:00:00Z
2013,4,7,1021,1030,-9,1327,1340,-13,AA,19,N327AA,JFK,LAX,341,2475,10,30,2013-04-07T14:00:00Z
2013,4,7,1031,1034,-3,1346,1349,-3,UA,1605,N36272,EWR,LAX,354,2454,10,34,2013-04-07T14:00:00Z
2013,4,7,1036,1030,6,1408,1410,-2,VX,23,N852VA,JFK,SFO,372,2586,10,30,2013-04-07T14:00:00Z
2013,4,7,1039,1030,9,1403,1405,-2,VX,187,N844VA,EWR,SFO,365,2565,10,30,2013-04-07T14:00:00Z
2013,4,7,1041,830,131,1333,1150,103,UA,1199,N57857,EWR,LAX,333,2454,8,30,2013-04-07T12:00:00Z
2013,4,7,1054,1035,19,1429,1408,21,B6,641,N615JB,JFK,SFO,369,2586,10,35,2013-04-07T14:00:00Z
2013,4,7,1058,1059,-1,1408,1431,-23,UA,1248,N37464,EWR,SFO,354,2565,10,59,2013-04-07T14:00:00Z
2013,4,7,1122,1108,14,1430,1412,18,B6,673,N632JB,JFK,LAX,351,2475,11,8,2013-04-07T15:00:00Z
2013,4,7,1148,1200,-12,1438,1505,-27,AA,3,N328AA,JFK,LAX,334,2475,12,0,2013-04-07T16:00:00Z
2013,4,7,1154,1200,-6,1506,1511,-5,DL,863,N713TW,JFK,LAX,348,2475,12,0,2013-04-07T16:00:00Z
2013,4,7,1154,1105,49,1521,1430,51,UA,642,N512UA,JFK,SFO,360,2586,11,5,2013-04-07T15:00:00Z
2013,4,7,1157,1200,-3,1503,1507,-4,UA,703,N505UA,JFK,LAX,338,2475,12,0,2013-04-07T16:00:00Z
2013,4,7,1322,1325,-3,1647,1650,-3,VX,411,N634VA,JFK,LAX,364,2475,13,25,2013-04-07T17:00:00Z
2013,4,7,1325,1320,5,1636,1630,6,UA,1264,N13138,EWR,LAX,340,2454,13,20,2013-04-07T17:00:00Z
2013,4,7,1327,1300,27,1641,1615,26,VX,165,N628VA,EWR,LAX,346,2454,13,0,2013-04-07T17:00:00Z
2013,4,7,1339,1345,-6,1648,1700,-12,AA,117,N335AA,JFK,LAX,349,2475,13,45,2013-04-07T17:00:00Z
2013,4,7,1345,1350,-5,1710,1720,-10,UA,294,N480UA,EWR,SFO,367,2565,13,50,2013-04-07T17:00:00Z
2013,4,7,1423,1430,-7,1747,1755,-8,UA,385,N557UA,JFK,SFO,361,2586,14,30,2013-04-07T18:00:00Z
2013,4,7,1446,1445,1,1756,1819,-23,DL,963,N718TW,JFK,LAX,345,2475,14,45,2013-04-07T18:00:00Z
2013,4,7,1529,1525,4,1827,1834,-7,UA,1665,N14118,EWR,LAX,336,2454,15,25,2013-04-07T19:00:00Z
2013,4,7,1543,1545,-2,1914,1904,10,UA,132,N13110,JFK,LAX,346,2475,15,45,2013-04-07T19:00:00Z
2013,4,7,1550,1530,20,1935,1905,30,AA,85,N389AA,JFK,SFO,380,2586,15,30,2013-04-07T19:00:00Z
2013,4,7,1552,1545,7,1913,1910,3,AA,133,N329AA,JFK,LAX,343,2475,15,45,2013-04-07T19:00:00Z
2013,4,7,1558,1600,-2,1951,1934,17,DL,1461,N710TW,JFK,LAX,361,2475,16,0,2013-04-07T20:00:00Z
2013,4,7,1604,1530,34,1951,1922,29,DL,1565,N722TW,JFK,SFO,368,2586,15,30,2013-04-07T19:00:00Z
2013,4,7,1608,1605,3,1922,1914,8,UA,445,N814UA,EWR,LAX,350,2454,16,5,2013-04-07T20:00:00Z
2013,4,7,1634,1630,4,2017,2015,2,VX,27,N842VA,JFK,SFO,373,2586,16,30,2013-04-07T20:00:00Z
2013,4,7,1649,1630,19,2014,1958,16,B6,675,N658JB,JFK,LAX,357,2475,16,30,2013-04-07T20:00:00Z
2013,4,7,1653,1700,-7,2044,2050,-6,DL,31,N706TW,JFK,SFO,372,2586,17,0,2013-04-07T21:00:00Z
2013,4,7,1654,1556,58,2034,1925,69,UA,1602,N38403,EWR,SFO,366,2565,15,56,2013-04-07T19:00:00Z
